url,id,title,start,end,duration,text
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",0.0,23.04,23.04," Wandering around, around them, forest, I won't get lost because of stat quest.  Hello, I'm Josh Starmer and welcome to stat quest.  Today we're going to be starting part one of a series on random forests, and we're  going to talk about building and evaluating random forests."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",23.04,47.92,24.880000000000003," Note, random forests are built from decision trees, so if you don't already know about  those, check out my stat quest and be-fuck.  Decision trees are easy to build, easy to use, and easy to interpret.  But in practice, they are not that awesome.  To quote from the elements of statistical learning, aka the Bible of Machine Learning, trees"
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",47.92,70.84,22.92000000000001," have one aspect that prevents them from being the ideal tool for predictive learning, namely  in accuracy.  In other words, they work great with the data used to create them, but they are not flexible  when it comes to classifying new samples.  The good news is that random forests combine the simplicity of decision trees with flexibility"
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",70.84,91.75999999999999,20.919999999999987," resulting in a vast improvement in accuracy.  So let's make a random forest.  Step one, create a bootstrap dataset.  Imagine that these four samples are the entire dataset that we are going to build a tree  from.  I know it's crazy small, but just pretend for now."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",91.75999999999999,114.08,22.320000000000007," To create a bootstrap dataset that is the same size as the original, we just randomly  select samples from the original dataset.  The important detail is that we're allowed to pick the same sample more than once.  This is the first sample that we randomly select.  So it's the first sample in our bootstrap dataset."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",114.08000000000001,138.84000000000003,24.76000000000002," This is the second randomly selected sample from the original dataset.  So it's the second sample in our bootstrap dataset.  Here's the third randomly selected sample.  So here it is in the bootstrap dataset.  Lastly, here's the fourth randomly selected sample.  Note, it's the same as the third.  And here it is."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",138.84,162.35999999999999,23.519999999999982," Bam, we've created a bootstrap dataset.  Step two for creating a random forest is to create a decision tree using the bootstrap  dataset, but only use a random subset of variables or columns at each step.  In this example, we will only consider two variables or columns at each step."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",162.4,179.28000000000003,16.880000000000024," Note, we'll talk more about how to determine the optimal number of variables to consider later.  Thus, instead of considering all four variables to figure out how to split the root node,  we randomly select two."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",179.28000000000003,203.48,24.19999999999996," In this case, we randomly selected good blood circulation and blocked arteries as candidates for the root node.  Just for the sake of the example, assume that good blood circulation did the best job separating the samples.  Since we used good blood circulation, I'm going to gray it out so that we focus on the remaining variables."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",203.56,226.44,22.879999999999995," Now we need to figure out how to split samples at this node.  Just like for the root, we randomly select two variables as candidates instead of all three remaining columns.  And we just build the tree as usual, but only considering a random subset of variables at each step.  Double bound."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",226.44,250.71999999999997,24.279999999999973," We built a tree, one, using a bootstrap dataset, and two, only considering a random subset of variables at each step.  Here's the tree we just made.  Now, go back to step one and repeat.  Make a new bootstrap dataset and build a tree considering a subset of variables at each step."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",250.79999999999998,275.68,24.880000000000024," Ideally, you do this hundreds of times, but we only have space to show six.  But you get the idea.  Using a bootstrap sample and considering only a subset of variables at each step results in a wide variety of trees.  The variety is what makes random forests more effective than individual decision trees.  Sweet."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",275.68,296.52,20.839999999999975," Now that we've created a random forest, how do we use it?  Well, first we get a new patient.  We've got all the measurements.  And now we want to know if they have heart disease or not.  So we take the data and run it down the first tree that we made."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",296.64,319.96,23.319999999999993," Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, Boo, The first tree says yes.  The patient has heart disease.  And we keep track of that here.  Now we run the data down the second tree that we made.  The second tree also says yes.  And we keep track of that here."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",319.96,342.24,22.28000000000003," And then we repeat for all the trees we made.  After running the data down all of the trees in the random forest, we see which option  received more votes.  In this case, yes, received the most votes.  So we will conclude that this patient has heart disease.  Bam."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",342.24,363.64,21.399999999999977," Oh no, terminology alert.  Boo's strapping the data, plus using the aggregate to make a decision, is called bagging.  OK, now we've seen how to create and use a random forest.  How do we know if it's any good?"
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",363.64,387.28,23.639999999999986," Remember when we created the bootstrapped data set?  We allowed duplicate entries in the bootstrapped data set.  As a result, this entry was not included in the bootstrapped data set.  Typically, about one third of the original data does not end up in the bootstrapped data set."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",387.32,411.35999999999996,24.039999999999964," Here's the entry that didn't end up in the bootstrapped data set.  If the original data set were larger, we'd have more than just one entry over here.  This is called the out of bag data set.  If it were up to me, I would have named it the out of boot data set, since it's the  entries that didn't make it into the bootstrapped data set."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",411.35999999999996,431.91999999999996,20.560000000000002," Unfortunately, it's not up to me.  Since the out of bag data was not used to create this tree, we can run it through and  see if it correctly classifies the sample as no heart disease.  In this case, the tree correctly labels the out of bag sample, no."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",431.91999999999996,455.47999999999996,23.560000000000002," Then we run this out of bag sample through all of the other trees that were built without  it.  This tree incorrectly labeled the out of bag sample, yes.  These trees correctly labeled the out of bag sample, no.  Since the label with the most votes wins, it is the label that we assign this out of  bag sample."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",455.48,478.84,23.359999999999957," In this case, the out of bag sample is correctly labeled by the random forest.  We then do the same thing for all of the other out of bag samples for all of the trees.  This out of bag sample was also correctly labeled.  This out of bag sample was incorrectly labeled."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",478.84,501.52,22.680000000000007," Et cetera, et cetera, et cetera.  Ultimately, we can measure how accurate our random forest is by the proportion of out of  bag samples that were correctly classified by the random forest.  The proportion of out of bag samples that were incorrectly classified is the out of  bag error."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",501.56,522.9200000000001,21.36000000000007," OK, we now know how to 1 build a random forest, 2 use a random forest, and 3 estimate the  accuracy of a random forest.  However, now that we know how to do this, we can talk a little more about how to do this."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",522.9200000000001,544.24,21.319999999999936," Remember when we built our first tree and we only use two variables, columns of data,  to make a decision at each step.  Now we can compare the out of bag error for a random forest built using only two variables  per step, to a random forest built using three variables per step."
https://www.youtube.com/watch?v=J4Wdy0Wc_xQ,J4Wdy0Wc_xQ,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",544.24,568.48,24.24000000000001," Then we test a bunch of different settings and choose the most accurate random forest.  In other words, 1 we build a random forest, and then 2 we estimate the accuracy of a random  forest.  Then we change the number of variables used per step, and we do this a bunch of times and then  choose the one that is the most accurate."
